ID,TITLE,DATE,HOAX_TEXT,LLM_CATEGORY
3717,Surat Permintaan Maaf Universitas Edinburgh kepada Warga Palestina Atas Deklarasi Balfour,10 Jan 2024,"“Public apology by the university of Edinburgh after the genocide of Palestinian people and after the passage of a century is an act at belated stage which has no value until the Palestinians are accommodated reasonably by restoring their freedom , respect and homeland” Terjemahan: “Permintaan maaf publik yang dilakukan oleh Universitas Edinburgh setelah terjadinya genosida terhadap rakyat Palestina dan setelah satu abad berlalu adalah sebuah tindakan yang terlambat dan tidak ada nilainya sampai rakyat Palestina diakomodasi secara wajar dengan mengembalikan kebebasan, rasa hormat dan tanah air mereka.” = = = Penjelasan: Postingan di Twitter mengabarkan bahwa Universitas Edinburgh membuat surat terbuka yang berisi permohonan maaf kepada Warga Palestina atas adanya deklarasi Belfour pada 1917 yang pada saat itu dilakukan oleh Menteri Luar Negeri Inggris yang juga menjabat sebagai Rektor Universitas Edinburgh. Namun Universitas Edinburgh membantah keaslian surat tersebut. Melalui Reuters juru bicara Universitas Edinburgh mengatakan bahwa surat tersebut adalah surat fiksi yang dibuat untuk pertunjukkan teater. Dengan demikian, Universitas Edinburgh memberi surat permintaan maaf secara terbuka kepada warga Palestina atas deklarasi Belfour adalah tidak benar dengan kategori Konten yang Menyesatkan. = = = Referensi: https://www.reuters.com/fact-check/university-edinburghs-apology-letter-palestinians-is-fictional-2023-12-21/ https://cekhoax.id/cek-fakta/salah-surat-permintaan-maaf-universitas-edinburgh-kepada-warga-palestina-atas-deklarasi-balfour = = =",politics
3721,Gambar Jokowi sedang Menonton Gibran saat Debat Cawapres,10 Jan 2024,"“Pak Jokowi bangga menonton debat anak sulungnya yaitu Gibran cawapres nomor urut 2” = = = = = PENJELASAN: Akun Facebook Dino Cantona memposting sebuah gambar Jokowi yang sedang menonton debat cawapres 2024. Dalam gambar tersebut terdapat narasi bahwa “Pak Jokowi bangga menonton debat anak sulungnya yaitu Gibran cawapres nomor urut 2”. Setelah ditelusuri menggunakan Google Image ditemukan foto yang identik pada artikel milik detik.com yang berjudul ” Jokowi Unggah Momen Nonton Timnas Indonesia dari Rumdis Walkot Bobby” yang diunggah pada Rabu 17 Mei 2023. Dalam artikel tersebut terdapat sebuah video yang di dalamnya menunjukkan Jokowi yang sedang menonton sebuah pertandingan bola. Berdasarkan artikel Jokowi saat itu sedang menonton Garuda Muda di final sepak bola SEA Games 2023 Kamboja bukan menonton Gibran saat debat cawapres 2024. Dengan demikian gambar Jokowi sedang menonton Gibran saat debat cawapres 2024 merupakan hasil editan. Gambar yang asli adalah Jokowi sedang menonton Garuda Muda di final sepak bola SEA Games 2023 Kamboja, sehingga hal tersebut masuk dalam kategori konten yang dimanipulasi. REFERENSI: https://cekhoax.id/cek-fakta/salah-gambar-jokowi-sedang-menonton-gibran-saat-debat-cawapres https://www.detik.com/sumut/sepakbola/d-6724185/jokowi-unggah-momen-nonton-timnas-indonesia-dari-rumdis-walkot-bobby https://turnbackhoax.id/2024/01/03/salah-video-jokowi-menyaksikan-debat-cawapres/",politics
3722,Presiden Volodymyr Zelenskyy Naturalisasi Menjadi Warga Negara AS,10 Jan 2024,Presiden Volodymyr Zelenskyy Naturalisasi Menjadi Warga Negara AS,politics
3709,“Menteri Pertahanan Israel ini menangis karena Hamas menangkap putrinya”,11 Jan 2024,"“Menteri Pertahanan Israel ini menangis krn Hamas menangkap putrinya dan dia wajib militer di Tentara Pertahanan Israel. Dialah yang membunuh ribuan wanita dan anak-anak, di atas kepala mereka, memerintahkan memutus aliran air, listrik, dan makanan bagi 2 juta warga Palestina.” PENJELASAN Berdasarkan 7 Jenis Mis- dan Disinformasi oleh First Draft News, termasuk “Konten yang Menyesatkan: Penggunaan informasi yang sesat untuk membingkai sebuah isu atau individu”",politics
3712,"Video “blayer rx king di depan polisi, oknum polisi mendukung paslon 03”",11 Jan 2024,"Video “blayer rx king di depan polisi, oknum polisi mendukung paslon 03”",politics
3713,“Hanya di Era Rezim ini Para musuh Islam di lindungi”,11 Jan 2024,"“Daerah mana ini..?? Kelihatannya di Mesjid.. Viralkan Semoga Cepat di Tangkap Pelakunya, Haya di Era Rezim ini Para musuh Islam do lindungi seperti MANGUNI sehingga mereka ngelunjak dan sasarannya Ulama dan Kiyai di Hinakan, di Zolimin, Bahkan di Penjarakan 😭😭😭”. PENJELASAN Berdasarkan 7 Jenis Mis- dan Disinformasi oleh First Draft News, termasuk “Konten yang Menyesatkan: Penggunaan informasi yang sesat untuk membingkai sebuah isu atau individu”",politics
3714,Video Ekspresi Prabowo Saat Anies dan Ganjar Beri Skor Rendah Atas Kinerja Kementerian Pertahanan,11 Jan 2024,"“Ekspresi Prabowo saat Anies Baswedan dan Ganjar Pranowo memberikan skor rendah ke Kementerian Pertahanan” “Merasa gak tega aja melihat pak Prabowo spt ini….. Tp inilah debat presiden yg harus menjawab semua pertanyaan…. 😭😭😭” “Personal bullying ini disuguhkan kepada rakyat. Betapa besarnya hati beliau. Hanya jika beliau memilih tetap tabah dan mampu menahan diri, dan karena beliau selalu menempatkan kepentingan bangsa jauh di atas kepentingan dan perasaannya sendiri. Keep strong, Pak Prabowo. 🤍🤎” = = = Penjelasan: Beredar di berbagai sosial media yang menunjukkan reaksi dari ekspresi Prabowo Subianto saat mendengarkan percakapan antara Anies Baswedan dan Ganjar Pranowo yang memberi skor rendah terhadap kinerja Kementerian Pertahanan pada saat debat ketiga Calon Presiden Pemilu 2024. Video tersebut juga menggunakan backsound lagu Dawai oleh Fadhilah Intan, lagu tersebut menggambarkan perasaan seseorang yang telah mengalami pengkhianatan atau kekecewaan dalam hubungan. Namun cuplikan ekspresi Prabowo tersebut bukan reaksi real-time dari percakapan tanya-jawab antara Anies dan Ganjar saat memberi skor terhadap kinerja Kementerian Pertahanan. Melihat tayangan ulang debat ketiga Capres 2024, ekspresi Prabowo dalam cuplikan tersebut berada pada durasi 2:31:56 (jam kedua, menit ke-31, detik ke-56) hingga 2:32:45 (jam kedua, menit ke-32, detik ke-45), saat itu Anies sedang berbicara mengenai rumah dinas dan kesejahteraan prajurit TNI. Sedangkan momen tanya-jawab antara Anies dan Ganjar yang membahas mengenai skor kinerja Kementerian Pertahanan dimulai pada 10 menit sebelumnya, tepatnya pada 2:21:12 (jam kedua, menit ke-21, detik ke-12) hingga 2:26:21 (jam kedua, menit ke-21, detik ke-41). Sepanjang durasi tanya-jawab tersebut, tidak ditampilkan ekspresi dari reaksi Prabowo yang mendengarkan pemberi nilai oleh Anies dan Ganjar. Dengan demikian, video ekspresi Prabowo saat Anies dan Ganjar memberi skor kecil kepada kinerja Kementerian Pertahanan adalah tidak benar dengan kategori Konteks yang Salah. = = = Referensi: https://www.youtube.com/live/KJdt-HBBGIo?si=pBE6DKdKIs4LZq0Z&t=9116",politics
3715,: Reaksi Gibran saat ditanya soal susu,11 Jan 2024,SUSUNYA DARI MANA? DARI SAPI BUKAN MAS REAKSI GIBRAN SAAT DITANYA ASAL-USUL SUSU YANG DIBAGIKAN ===,politics
3704,": “MUNDUR DARI KOALISI PRABOWO, PAN PUTAR BALIK DUKUNG GANJAR”",12 Jan 2024,Nyatakan mundur dari koalisi Pranowo PAN putar balik dukung Ganjar =====,politics
3705,Surat Pembatalan Usulan Seleksi CPNS Permintaan Penambahan Pegawai di Kemenkumham NTT,12 Jan 2024,"“Nomor : W22.UM.01.01-10379 Sifat : Rahasia Lampiran : Satu Berkas Hal : Pembatalan Usulan Seleksi CPNS Permintaan Penambahan Pegawai di Lingkungan Kantor Wilayah Kementerian Hukum dan HAM NTT Yth. Kepala Unit Pelaksana Teknis Jajaran Kantor Wilayah W22.UM.01.01-10379Sehubungna dengan surat Pembatalan Usulan Penerimaan Calon Pegawai Negeri Sipil tahun 2023 Badan kepegawaian Negara Nomor : 74/PANBEL.BKN/CPNS/VI/2023 Tanggal 16 Desember 2023. Bersama ini Kantor Wilayah Kementerian Hukum dan Hak Asasi Manusia Nusa Tenggara Timur Menyampaikan Pembatalan Usulan Seleksi CPNS Permintaan Penambahan Pegawai di Lingkungan Kantor Wilayah Kementerian Hukum dan HAM NTT. Selaku Panitia Pelaksana Penerimaan Calon Pegawai Negeri Sipil Tahun Anggaran 2023. Mengucapkan Permintaan Maaf sebesar-besarnya atas Pembatalan Usulan Seleksi CPNS Permintaan Penambahan Pegawai di Lingkungan Kantor Wilayah Kementerian Hukum dan HAM NTT. Yang telah di rapatkan di tanggal 18 Desember 2023. Sebagai bentuk penguatan terhadap seluruh pendamping yang telah membantu agar dapat disampaikan kepada Nama Calon Pegawai Negeri Sipil yang di usulkan. Segala Kerugian yang telah di keluarkan akan di selesaikan pada Bulan Februari Tahun 2024 Atas perhatian dan Kerjasama Bapak/Ibu, kami diucapkan terima kasih” PENJELASAN: Beredar surat pembatalan usulan seleksi CPNS permintaan penambahan pegawai dengan nomor W22.UM.01.01-10379 oleh Kantor Wilayah Kementerian Hukum dan Hak Asasi Manusia Nusa Tenggara Timur. Dalam surat tersebut tertulis kerugian yang telah dikeluarkan akan diselesaikan pada Bulan Februari Tahun 2024. Berdasarkan hasil penelusuran, surat tersebut palsu. Melalui akun Instagram resmi Kemenkumham NTT @kemenkumham_ntt menegaskan bahwa kepala kantor wilayah tidak pernah mengeluarkan surat tersebut. Berdasarkan penjelasan di atas, surat pembatalan usulan seleksi CPNS permintaan penambahan pegawai di wilayah kantor Kemenkumham NTT adalah palsu dan masuk kategori konten tiruan. REFERENSI https://www.instagram.com/kemenkumham_ntt/p/C1WiDgwphym/?img_index=1 https://cekhoax.id/cek-fakta/salah-surat-pembatalan-usulan-seleksi-cpns-permintaan-penambahan-pegawai-di-kemenkumham-ntt https://www.instagram.com/p/C1W0WgArq_X/?igsh=MTR4MXFhaXI1aXY0dw%3D%3D&img_index=2",politics
3703,“PANGLIMA ISRAEL yang perintah Bakar Mesjid Al Aqsa di tangkap HAMAS”,14 Jan 2024,"“PANGLIMA ISRAEL yang perintah Bakar Mesjid Al Aqsa di tangkap HAMAS. *The ISRAEL commander who ordered the burning of Al Aqsa was arrested by Hamas*”. PENJELASAN Berdasarkan 7 Jenis Mis- dan Disinformasi oleh First Draft News, termasuk “Konten yang Menyesatkan: Penggunaan informasi yang sesat untuk membingkai sebuah isu atau individu”",politics
3694,“Suara kami tidak bisa ditukar dengan sembako”,15 Jan 2024,"“DARI PEKANBARU Suara kami tidak bisa ditukar dg sembako”. PENJELASAN Berdasarkan 7 Jenis Mis- dan Disinformasi oleh First Draft News, termasuk “Konten yang Menyesatkan: Penggunaan informasi yang sesat untuk membingkai sebuah isu atau individu”",politics
3695,"Mantan Menteri Keuangan Pakistan, Miftah Ismail, Menyalahgunakan Dana Pinjaman IMF",15 Jan 2024,"Mantan Menteri Keuangan Pakistan, Miftah Ismail, Menyalahgunakan Dana Pinjaman IMF",politics
3698,Gibran Ketahuan Menggunakan Otak Panduan saat Debat Cawapres oleh Tretan Muslim dan Coki Pardede,15 Jan 2024,"“🕵️Otak Tambahan Gibran Rakabuming Raka Ketahuan Sewaktu Debat Cawapres Tgl. 22 December 2023 Jam. 20. 00″, W.I.B , Otak Panduan nya Gibran Rakabuming Raka Berada di Bokong nya/ada di Pantatnya ,” Baru Debat Cawapres Sudah Menipu, Bohongin PubLik) Rakyat”,?Bagaimana Kalau TerpiLih Cawapres ?? ModeL Bapaknya Juga di Ikutin , Pencitraan , Pembohong,( Hoax) Dasar Anak Cebong Pendusta itu Kalau di AL”Qur’an , AdaLah Syetan. Berarti Gibran , Termasuk Syetan , Surah Asy Syu ara Ayat : 221-222 ,& 223. Anda Mdu Tau Sifat2 Pendusta: Sbb : Kata Alloh, Maukah Aku Beritahu kpada mu ,kpada Sapa Syetan2 itu Turun? (221) Mereka Syetan Turun kpada Setiap Pendusta yg Banyak Dosa, ( Asy Syu ara Ayat:,222) Mereka Menyampaikan hasil Pendengaran nya (Omongan), Mereka Sedangkan Kebanyakan Mereka Orang2 Pendusta..( Asy Syu ara: 223). 😎🥸⚽️⚽️⚽️🤬🤓🥺🥺” = = = = = PENJELASAN: Akun Tik Tok user2297434175308 memposting sebuah video berdurasi 15 detik yang menampilkan sebuah gambar Tretan Muslim yang sedang membuka baju dan menemukan sebuah laptop punggung Gibran. Nampak juga Coki yang sedang menengok ke arah Tretan Muslim. Pada caption postingan terdapat informasi bahwa gambar tersebut merupakan Gibran yang ketahuan menggunakan otak panduan pada saat debat cawapres tanggal 22 Desember 2023 yang diletakkan pada pantanya. Telusuri menggunakan Google Image ditemukan sebuah video yang identik dengan gambar pada video postingan di akun Tretan Muslim yang diunggah pada 30 Desember 2023. Video tersebut merupakan video sindiran yang ditujukan untuk Roy Suryo. Melansir dari suara.com video yang dibuat oleh Tretan Muslim dan Coki Pardede tersebut seolah-olah menjadi balasan atas komentar Roy Suryo saat debat cawapres. Sebelumnya Roy Suryo pada akun x-nya mengklaim bahwa Gibran membuat kecurangan saat debat. Ketua Komisi Pemilihan Umum (KPU) RI Hasyim Asy’ari menjelaskan ketiga cawapres yang mengikuti debat kedua pada Jumat 22 Desember 2023 menggunakan alat mikrofon yang sama hal tersebut untuk mengantisipasi jika ada mic yang mati. Saat itu Gibran tidak menggunakan ear feeder atau pengumpan telinga. Hasyim memastikan bahwa debat cawapres tersebut berlangsung dengan adil dan spontan. Dengan demikian postingan pada Tik Tok Gibran ketahuan menggunakan otak panduan saat debat merupakan hal yang tidak benar. Gambar pada foto tersebut merupakan sebuah video yang diunggah dan dibuat Tretan Muslim sebagai sindiran kepada Roy Suryo yang telah mengklaim bahwa Gibran melakukan kecurangan, sehingga hal tersebut masuk dalam kategori konten yang menyesatkan. REFERENSI: https://www.instagram.com/p/C1dTXEeBmh5/ https://www.suara.com/entertainment/2024/01/03/173242/bareng-gibran-rakabuming-raka-tretan-muslim-dan-coki-pardede-sindir-roy-suryo https://www.antaranews.com/berita/3885426/kpu-klarifikasi-dugaan-kecurangan-gibran-oleh-roy-suryo",politics
3700,Poster Warning dari Ibu Sri “Indonesia Dimiskinkan”,15 Jan 2024,"“Indonesia Dimiskinkan #ganas #GerakanNasionalSiber #beritasiber #beritatiktok #beritaviral #sibertiktok #kejahatansiber #beritaterbaru #beritaviraltiktok #beritapejabat #pejabatviral #kejahatan #pejabatkorup” = = = = = PENJELASAN: Akun Facebook rakyat1945indonesia memposting sebuah gambar poster yang memuat beberapa keterangan yang diklaim pernyataan dari Sri Mulyani MenKeu Indonesia dimiskinkan dengan anggaran belanja alutsista sebesar Rp63,8 triliun. Dengan anggaran tersebut mengakibatkan dana untuk menggaji pegawai di Pemda menjadi nihil. Disebutkan juga Sri Mulyani kecewa dan mengajukan pengunduran diri. Terdapat dua kalimat langsung “Saat ini yang sebenarnya kolaps adalah Waskita Karya, 2 tahun karyawannya tidak digaji.” dan”Semua biaya negara habis untuk membiayai kampanye Prabowo-Gibran”. Setelah ditelusuri, Staf Khusus Menteri Keuangan Yustinus Prastowo mengatakan bahwa isi poster tersebut hoaks. Informasi yang diklaim sebagai keterangan dari Sri Mulyani di dalam poster tidak benar. Hal tersebut dijelaskan pada akun X pribadinya. Mengenai anggaran alutsista membuat gaji pegawai Pemda nihil dia pastikan tidak ada pemberitaan tersebut. Gaji pegawai Pemda dibayarkan tepat waktu dengan jumlah yang tepat. Klaim bahwa Sri Mulyani selaku Menkeu kecewa karena anggaran alutsista sejumlah 63,8 triliun disetujui Jokowi, Prastowo menjelaskan bahwa Sri Mulyani tidak pernah mengatakan hal tersebut. Kemudian pernyataan bahwa biaya negara dihabiskan untuk kampanye Prabowo – Gibran juga tidak pernah dikeluarkan oleh Sri Mulyani. Dengan demikian poster warning dari ibu Sri “Indonesia Dimiskinkan” merupakan hoaks. Hal tersebut ditegaskan oleh Staf Khusus Menteri Keuangan Yustinus Prastowo bahwa Sri Mulyani tidak pernah mengatakan apa yang ada di poster tersebut, sehingga masuk dalam kategori konten palsu. REFERENSI: https://twitter.com/prastow/status/1743157828725158146 https://news.detik.com/pemilu/d-7126138/stafsus-sri-mulyani-pastikan-poster-alutsista-miskinkan-indonesia-hoax https://cekhoax.id/cek-fakta/salah-poster-warning-dari-ibu-sri-indonesia-dimiskinkan",politics
3701,Video Najwa Shihab Dukung Prabowo Presiden 2024,15 Jan 2024,"“mbak Nana dukung pak Prabowo ☺️#prabowopresiden2024 #prabowosubianto #jawatimur #najwashihab” = = = = = PENJELASAN: Akun Tiktok pm08.jatim sebuah video berdurasi 19 detik yang disertai caption “mbak Nana dukung pak Prabowo ☺️#prabowopresiden2024 #prabowosubianto #jawatimur #najwashihab”. Dalam video tersebut nampak Najwa Shihab sedang diwawancarai dalam sebuah acara Talk Show mengenai pemilihan presiden, host tersebut menanyakan “Prediksinya Nana.. Siapa?. “Kalau hasil survei kan nama-nama yang top 3 teratas kan: Pak Prabowo,” jawab Najwa, sambil setelah itu menunjukkan gestur hati dengan jarinya. Setelah ditelusuri, video tersebut identik dengan video pada kanal YouTube RoTivi Media “NAJWA SHIHAB BUKA SEMUA FAKTA!! PAK PRABOWO SUDAH GA MAU SAYA INTERVIEW, KENAPA SIH??”. Video Najwa Shihab saat ditanya “Prediksinya Nana.. Siapa? kemudian menjawab “Kalau hasil survei kan nama-nama yang top 3 teratas kan: Pak Prabowo,” sambil setelah itu menunjukkan gestur hati dengan jarinya, jika dilihat secara lengkap setelah Najwa menunjukkan gestur hati dengan jari para host tertawa dan Najwa mengatakan “Meyakinkan enggak gue? Pak Prabowo, Pak Ganjar, Pak Anies.”. Talk Show tersebut diunggah pada 21 Juni 2022. Najwa Shihab juga membantah bahwa dirinya mendukung salah satu paslon pada pilpres 2024 Najwa mengungkapkan bahwa sebagai jurnalis dirinya tidak pernah menyampaikan dukungan kepada capres manapun. Terkait gesture love Najwa menjelaskan hal tersebut merupakan upaya untuk menghadirkan Pak Prabowo ke Mata Najwa setelah hampir 10 tahun tidak pernah menjadi narasumber di Mata Najwa. Dengan demikian video yang di klaim Najwa Shihab mendukung Prabowo tidak benar. Najwa Shihab menjelaskan bahwa dirinya tidak mendukung salah satu paslon pada pilpres 2024, gesture love pada video tersebut merupakan bentuk upaya mengundang Prabowo ke Mata Najwa sebagai narasumber, sehingga hal tersebut masuk dalam kategori konten yang menyesatkan. REFERENSI: https://www.youtube.com/watch?v=JM9hu0UilSw https://www.merdeka.com/cek-fakta/video-najwa-shihab-dukung-capres-prabowo-subianto-cek-faktanya-70767-mvk.html?screen=8 https://cekhoax.id/cek-fakta/result?q=",politics
3702,Gambar Ganjar sedang Melakukan Salat di Gereja,15 Jan 2024,"“Ganjar Pranowo Sholat di Gereja Semarang di Dampingi Pastor Gereja” = = = = = PENJELASAN: Akun Facebook M xxxxxxxxxx II memposting sebuah gambar Ganjar Pranowo sedang menunaikan ibadah salat namun berlokasi di gereja Semarang. Postingan tersebut diunggah 3 Januari 2024 pukul 15.45. Setelah ditelusuri menggunakan Google Image, gambar pada postingan Facebook merupakan dua gambar yang digabung menjadi satu. Gambar Ganjar yang sedang salat identik dengan gambar pada artikel suara yang diunggah pada website jatengprov.go.id berjudul “Salat Id di Simpang Lima, Ganjar : Suasananya Menggembirakan”. Dalam artikel tersebut Ganjar Pranowo sebagai gubernur Jawa Tengah sedang melaksanakan salat Idul Fitri di lapangan Pancasila Simpang Lima pada Senin 2 Mei 2022. Sedangkan gambar gereja beserta pastor identik dengan artikel pada sindonews.com berjudul “Ganjar Pranowo Cek Sejumlah Gereja di Semarang saat Perayaan Natal” pada Sabtu, 25 Desember 2021 pukul 16:22 WIB. Dalam keterangan gambar tersebut merupakan Ganjar Pranowo yang sedang mengecek sejumlah gereja di Semarang saat perayaan natal. Dengan demikian gambar yang diklaim Ganjar sedang melakukan salat di gereja merupakan hasil suntingan. Gambar tersebut merupakan dua gambar yang disatukan, gambar Ganjar sedang salat merupakan Ganjar yang sedang menunaikan salat Idul Fitri pada 2022 kemudian gambar gereja merupakan Ganjar yang sedang mengecek gereja di Semarang saat perayaan natal pada tahun 2021, sehingga hal tersebut masuk dalam kategori konten yang dimanipulasi. REFERENSI: https://jatengprov.go.id/publik/salat-id-di-simpang-lima-ganjar-suasananya-menggembirakan/ https://daerah.sindonews.com/read/638945/707/ganjar-pranowo-cek-sejumlah-gereja-di-semarang-saat-perayaan-natal-1640423538 https://cekhoax.id/cek-fakta/salah-gambar-ganjar-sedang-melakukan-salat-di-gereja",politics
3683,: “Mahfud MD Minta agar Jokowi Dihukum Seumur Hidup”,16 Jan 2024,Mahfud MD Minta agar Jokowi Dihukum Seumur Hidup =====,politics
3684,: “Prabowo Mundur Jadi Cawapres Akibat ulah Gibran”,16 Jan 2024,KABAR DUKA BUAT GRINDRA !! PRABOWO BUKA SUARA DI DEPAN MEDIA PAMIT MUNDUR KARNA INI =====,politics
