ID,TITLE,HOAX_TEXT,SENTIMENT_LABEL,SENTIMENT_SCORE,ENTITIES_MENTIONED
3682,GEBYAR UNDIAN BNI KE-77 BAGI-BAGI HADIAH,"*hai sobat BNI..* *Dalam rangka merayakan Ulang tahun BNi yg ke 77,Bank BNI mengadakan Pengundian gebyar undian Poin BNI.* *Khusus Nasabah (Bank-BNI) yang sudah Mempunyai (Mobile banking atau Sms banking Bni) ayo buruan daftar agar kamu berkesempatan menjadi pemenang Gebyar-Undian-Pesta-Poin (Bank-BNI)* *1 Unit Rumah* *Mobil* *Motor* *Emas Murni* *Lemari Es* *Smartphone* *TV* *Sepeda gunung* *Rice cooker* *Info lebih lanjut tentang pendaftaran (Gebyar-Undian) silakan klik menu (Daftar Sekarang) yang telah kami sediah kan* *Untuk pendaftaran gratis…*",neutral,0.9659847617149353,"Bank BNI, Bank Indonesia"
3667,Give Away Motor Aerox dari Yamaha,“INI BENERAN 100% REAL Nomor Berapakah Yang Ada Selain Nomor 5..??”,negative,0.9963911175727844,
3668,Akun Facebook Mengatasnamakan BNI Unggah Postingan Berisi Gebyar Bank BNI 2024,“Hai sobat.. BNI PROMO TAHUN 2024 Khusus Nasabah (Bank-BNI) yang sudah Mempunyai (Mobile banking atau Sms banking Bni) ayo buruan daftar agar kamu berkesempatan menjadi pemenang Gebyar-Undian-Awal Tahun 2024 (Bank-BNI) 1 Unit Rumah Mobil Motor Emas Murni Lemari Es Smartphone TV Sepeda gunung Rice cooker Info lebih lanjut tentang pendaftaran (Gebyar-Undian) silakan klik menu (Daftar) yang telah kami sediah kan Untuk pendaftaran gratis…”,neutral,0.9894254207611084,"Bank BNI, Bank Indonesia"
3648,Akun WhatsApp Kepala Dinas Perhubungan Kabupaten Gresik Khusaini,"“Selamat siang” “Selamat siang Apa ada yang bisa kami bantu” PENJELASAN: Beredar akun WhatsApp Kepala Dinas Perhubungan Kabupaten Gresik, Khusaini dengan nomor +62 822 2670 1615. Akun tersebut memasang foto profil Khusaini saat berada di ruangannya. Faktanya akun tersebut palsu. Melansir dari lintas9.com Khusaini memastikan akun WhatsApp yang beredar bukan miliknya. Ia juga meminta masyarakat dan Dinas Perhubungan Kabupaten Gresik untuk tidak menanggapi. “Siapapun pihak yang dihubungi dihimbau untuk tidak menanggapi telepon atau kiriman pesan dari orang yang mengaku sebagai saya tersebut. Beberapa pegawai Dishub Kabupaten Gresik telah dihubungi untuk berbagai kepentingan yang bisa merugikan saya dan orang lain,” kata Khusaini 03 Januari 2024 pada lintas9.com. Berdasarkan penjelasan di atas akun WhatsApp Kepala Dinas Perhubungan Kabupaten Gresik, Khusaini dengan nomor +62 822 2670 1615 adalah palsu dan masuk kategori konten tiruan. REFERENSI: https://www.lintas9.com/hati-hati-penipuan-beredar-akun-whatsapp-palsu-mengatasnamakan-kepala-dinas-perhubungan-kabupaten-gresik/ https://cekhoax.id/cek-fakta/salah-akun-whatsapp-kepala-dinas-perhubungan-kabupaten-gresik-khusaini https://www.instagram.com/p/C1o0Rd-JRUk/?igsh=MWdnNTFkczFiaDV5dA==",negative,0.799476683139801,Bank Indonesia
3619,"Nasabah Galbay Bisa Tidur Nyenyak, Kini Ada Bantuan Melunasi Utang Pinjol dari OJK","Nasabah Galbay Bisa Tidur Nyenyak, Kini Ada Bantuan Melunasi Utang Pinjol dari OJK, Begini Syaratnya",neutral,0.9984703660011292,"Bank Indonesia, OJK, Pinjol"
3625,Akun Facebook Pj Bupati Aceh “Doctor Murtala Msi”,"“Dr. A. Murtala, M.Si Pejabat (Pj) Bupati Aceh Jaya tidak pernah takut gagal ” PENJELASAN: Akun Facebook “Doctor Murtala, M.Si” mengirimkan dm ke beberapa pengguna Facebook. Dalam bionya tertulis jabatannya. Melalui akun Instagram pribadinya @a_murtala_ menjelaskan bahwa akun tersebut palsu. Akun media sosial milik Murtala yaitu Facebook (A. Murtala yang terverivikasi), Instagram @a_murtala dan @pj_bupati_aceh_jaya. Dengan demikian akun Facebook Pj Bupati Aceh “Doctor Murtala Msi” masuk kategori konten tiruan. REFERENSI: https://www.instagram.com/p/C14YLfwSIdr/?igsh=MTNqcnR5cDNiaTN4OQ== https://cekhoax.id/cek-fakta/salah-akun-facebook-pj-bupati-aceh-doctor-murtala-msi",negative,0.957992434501648,Bank Indonesia
3627,Ustadz Koh Dennis Lim Berbagi Rejeki Di Situs Judi Online,“Terbaru di 2024 ! Tonton Sampai Habis !! Rejeki Dari Koh Denis !” ====,positive,0.9550336599349976,Bank Indonesia
3628,Surat Undangan Rapat Koordinasi Penetapan Calon Penerima dan Penandatangan Perjanjian Program Bantuan Dana Hibah Awal TA 2024,"“Sifat : Penting Lampiran : Satu Perihal : Undangan Rapat Koordinasi Penetapan Calon Penerima dan Penandatangan Perjanjian Program Bantuan Dana Hibah Awal TA 2024 Yth. Kepala Dinas PMD Propinsi dan Kepala Desa Batu Toba Delam rangka mensosialisasikan program pemerintah dalam mengembangkan dan meningkatkan kualitas desa. Dengan ini kami beritahukan bahwa Kementerian Desa, Pembangunan Daerah Tertinggi dan Transmigrasi Republik Indonesia Direktorat Jenderal Pembangunan dan Pemberdayaan masyarakat Desa TA 2024. Dengan ini kami beritahukan bahwa akan melaksanakan rapat koordinasi sekaligus penetapan calon penerima Bantuan Dana Hibah Awal TA 2023 yang dilaksanakan pada Hari : Senin & Rabu Tanggal : 15 Januari – 17 Januari 2024 Tempat : Hotel Mercure Denpasar Bali … Berkaitan dengan hal tersebut diatas diharapkan para Dinas PMD Propinsi untuk menyampaikan surat ini kepada Kepala Desa yang bersangkutan dan mengirimkan dua orang untuk menghadiri acara yang dimaksud” PENJELASAN: Beredar surat undangan rapat koordinasi penetapan calon penerima dan penandatangann perjanjian program bantuan dana hibah awal TA 2024 mengatasnamakan Kementerian Desa PDTT. Surat bernomor disebutkan rapat akan dilaksanakan pada 15-17 Januari 2024 di Hotel Mercure Bali dan ditujukan kepada Kepala Dinas PMD Provinsi dan Kepala Desa Batu Taba. Pada surat juga dijelaskan biaya pelaksanaan rapat akan diganti panitia setelah selesai kegiatan. Berdasarkan hasil penelusuran, surat tersebut palsu. Kementerian Desa, Pembangunan Daerah Tertinggi dan Transmigrasi melalui akun Facebook resminya mengklarifikasi bahwa surat tersebut adalah tidak benar dan mengimbau kepada #SobatDesa jika menerima surat serupa silakan menghubungi Kemendes PDTT melalui media sosial resmi: Website: www.kemendesa.go.id Instagram, Facebook, X, Youtube, Tiktok: kemendespdtt Call Center: 1500040 Berdasarkan penjelasan di atas, surat undangan rapat koordinasi penetapan calon penerima dan penandatangann perjanjian program bantuan dana hibah awal TA 2024 mengatasnamakan Kementerian Desa PDTT adalah tidak benar dan masuk kategori konten tiruan. REFERENSI https://cekhoax.id/cek-fakta/salah-surat-undangan-rapat-koordinasi-penetapan-calon-penerima-dan-penandatangan-perjanjian-program-bantuan-dana-hibah-awal-ta-2024 https://www.instagram.com/p/C14FM3qJgRN/?igsh=MXJ0cGoyMDBld20zMw== https://www.instagram.com/p/C14AgEdvs_r/?igsh=MW1iY3hndG0zc3o5MQ== https://www.facebook.com/share/p/Q2yFdpM8RUsiciw1/?mibextid=qi2Omg",neutral,0.9958789348602295,"Bank Indonesia, Raffi Ahmad"
3629,Najwa Shihab dan Raffi Ahmad Promosikan Judi Online,Wawancara Paling Viral Dengan Pemilik Entertainment Terbesar SeIndonesia ====,positive,0.9152091145515442,
3631,Poster Lowongan Pertamina 2024 di Tiktok,“Loker Terbaru Pertamina 2024 #loker #lowongankerja #lokerPertamina #updateloker #infoloker #lokerterbaru #Pertamina #BUMNPertamina #lokerterbaru2024 #infolowongankerja #lowonganterpadu #fyp #untukmu ”,positive,0.9936050772666931,"Baim Wong, Pertamina, Lowongan Kerja"
3632,Akun Tiktok Palsu BNI Berisi Konten Pinjaman Online,“Akun resmi bank Negara Indonesia BNI call 1500046 Nomor whatsapp klik link👇👇”,neutral,0.9987244009971619,Bank BNI
3633,Suzuki Gelar Giveaway Motor Awal Tahun 2024,“Spesial Awal tahun 2024 100% Gratis tanpa biaya Ini asli”,negative,0.45622333884239197,Bank Indonesia
3634,Akun WhatsApp Kasat Reskrim Polres Fakfak Arif Usman Rumra,"“IPTU Arif Usman Rumra +62 821 4129 0824” PENJELASAN: Beredar akun WhatsApp epala Satuan Reserse dan Kriminal (Kasat Reskrim) Polres Fakfak Arif Usman Rumra dengan nomor +62 821 4129 0824. Akun tersebut memasang foto profil yang didapat dari internet. Faktanya akun WhatsApp tersebut palsu. Dilansir dari papuabarat.tribunnews.com, AKP Arif Usman Rumra memastikan akun WhatsApp tersebut bukan miliknya. Ia juga mengimbau kepada masyarakat agar tidak menanggapi dan memblokir akun tersebut. “Rekan-rekan mohon ijin untuk diteruskan, ada orang yang memasang foto saya di profil WhatsApp dengan nomor 082141250524, saya pastikan itu bukan saya,” ujar Arif Usman kepada papuabarat.tribunnews.com (12/01/2024). Dapat disimpulkan akun Kasat Reskrim Polres Fakfak Arif Usman Rumra dengan nomor +62 821 4129 0824 adalah palsu dan masuk kategori konten tiruan. REFERENSI: https://cekhoax.id/cek-fakta/salah-akun-whatsapp-kasat-reskrim-polres-fakfak-arif-usman-rumra https://papuabarat.tribunnews.com/2024/01/12/waspada-penipuan-melalui-whatsapp-mengatasnamakan-kasat-reskrim-polres-fakfak",negative,0.8594880700111389,
3635,Akun Facebook Slamet Anggota Komisi IV DPR RI,"“Assalamualaikum wr wb” “Waalaikum salam” “Mohon maaf mengganggu waktunya sebentar,barangkali kalau ada info untuk pembangunan masjid,mushola,ponpes,rumah tahfidz, TPA/TPQ madrasah dan tempat ibadah mohon dikabari Alhamdulillah ini saya dan kluarga ada rejeki ingin menyalurkan donasi untuk yang saya tanyakan tadi” PENJELASAN: Beredar akun Facebook yang menggunakan nama dan foto Anggota Komisi IV DPR RI, Slamet dengan alamat akun: facebook.com/profile.php?id=61555561944832. Akun tersebut mengirimkan beberapa pesan dan menanyakan pembangunan masjid atau Yayasan. Setelah ditelusuri, Slamet membagikan tangkapan layar akun palsu tersebut pada laman Facebook pribadinya dan menegaskan bahwa akun tersebut palsu. “Baraya, mohon abaikan dan hati-hati jika ada yang menghubungi menggunakan akun Facebook berikut. AKUN PALSU tersebut mencatut nama saya kemudian melakukan upaya penipuan dengan modus menawarkan bantuan”, tulis Slamet pada media sosial Facebooknya 8 Januari 2024. REFERENSI: https://cekhoax.id/cek-fakta/salah-akun-facebook-slamet-anggota-komisi-iv-dpr-ri https://www.sukabumiupdate.com/nasional/133747/hati-hati-nama-drh-slamet-dicatut-akun-fb-palsu-kirim-pesan-begini https://www.facebook.com/share/p/UAcAPbWdAYjCpL7r/?mibextid=qi2Omg",neutral,0.9414290189743042,
3638,Akun WhatsApp Sekda Majalengka Eman Suherman Membagikan Donasi,"“Assalamu’alaikum wr wb” وعليكم السلام ورحمة الله وبركاته Punten” ieu sareng Saha?”7 “Maaf apa betul saya terhubung dengan pengurus Majelis Ta’lim Karang Kamuning Muhun Bapak Perkenalkan saya Drs. H. Eman Suherman MM. Selaku Sekda Majalengka Tujuan saya menghubungi saat ini terkait pembagian donasi dari Pemkab Majalengka dan di tujukan in ponpes majelis dan madrasah” “Alhamdulillah baik” “Sblmnya mhn maaf pembagian donasi nanti di Iksnkn oleh pihak kesra via transfer Untuk saat ini apa sdh ada nmr rek khusus lembaga guna penyaluran donasi nanti” PENJELASAN: Beredar akun WhatsApp yang menggunakan nama dan foto Sekretaris Daerah Kabupaten Majalengka, Eman Suherman. Akun bernomor +62 838 2392 18893 tersebut mengirimkan pesan berisi penawaran donasi via transfer kepada salah satu lembaga. Berdasarkan hasil penelusuran, akun WhatsApp tersebut palsu. Melalui akun Instagram resminya @eman_suherman15 mengimbau kepada masyarakat untuk mengabaikan akun WhatsApp tersebut yang merupakan modus penipuan. Eman juga akan mengambil langkah hukum jika diperlukan. Berdasarkan penjelasan di atas akun WhatsApp Sekretaris Daerah Kabupaten Majalengka, Eman Suherman adalah palsu dan masuk kategori konten tiruan. REFERENSI: https://www.instagram.com/p/C00KaDAvn1d/?igsh=MWdueDdnejFpNjg0cw== https://cekhoax.id/cek-fakta/salah-akun-whatsapp-sekda-majalengka-eman-suherman-membagikan-donasi",neutral,0.9467002749443054,"Bank Indonesia, Raffi Ahmad"
3640,Akun WhatsApp Pj Bupati Tegal Agustyarsah,"“Assalamualaikum wr wb” PENJELASAN: Beredar akun WhatsApp mengatasnamakan Pj Bupati Tegal, Agustyarsah. Akun bernomor +62 8129522 4442 memasang foto profil Agustyarsah saat pelantikannya. Setelah ditelusuri, akun WhatsApp tersebut palsu. PPSDM Kementerian ATR BPN mengunggah tangkapan layar akun WhatsApp tersebut mengklarifikasi bahwa akun tersebut hoaks merupakan modus penipuan. Sementara itu, Agustyarsah sebelumnya menjabat sebagai Kepala PPSDM Kementerian ATR BPN, namun pada Rabu, 10 Januari 2024 di Semarang, ia telah dilantik menjadi Pj Bupati Tegal. Maka dari itu akun WhatsApp Pj Bupati Tegal Agustyarsah +62 8129522 444 adalah palsu sehingga termasuk kategori tiruan. REFERENSI: https://cekhoax.id/cek-fakta/salah-akun-whatsapp-pj-bupati-tegal-agustyarsah https://suarabaru.id/2024/01/10/nana-sudjana-lantik-m-hasan-chabibi-dan-agustyarsah-sebagai-pj-bupati-kudus-dan-tegal https://www.instagram.com/p/C2APYSnPHM8/?igsh=MXM0YzltajhkMG1qYg==",neutral,0.6730191111564636,"Bank Indonesia, Najwa Shihab"
3646,Akun Facebook Bupati Paser Fahmi Fadli Menyalurkan Bantuan,"“Akun BUPATI PASER ini dikelola oleh Admin Ministry of Communication and Information Technology” PENJELASAN: Beredar akun Facebook yang mengatasnamakan Bupati Paser, Fahmi Fadli. Akun tersebut mengirimkan pesan melalui messenger menawarkan bantuan dana dan korban akan diminta foto, alamat, serta nomor rekening Yayasan. Berdasarkan hasil penelusuran, akun Facebook tersebut adalah palsu. Fahmi Fadli memiliki akun Facebook pribadi yaitu facebook.com/fahmi.fadli.9404, akun tersebut diikuti oleh 4.8 ribu pengguna Facebook. Selain itu Kepala Bagian Protokol dan Komunikasi Pimpinan Abdul Kadir S, dilansir dari korankaltim.com menegaskan akun yang beredar bukan milik Bupati Paser. Akun palsu tersebut memiliki kemiripan dengan yang asli, penggunaan foto profil serupa namun beda sudut pengambilan gambar cukup membingungkan bagi masyarakat. Dapat dipastikan akun Facebook Bupati Paser Fahmi Fadli masuk ke dalam kategori konten tiruan. REFERENSI: https://korankaltim.com/read/paser/68174/berkedok-penyaluran-bantuan-akun-facebook-atas-namakan-bupati-paser-dipastikan-palsu https://vivaborneo.com/01/penipu-gandakan-media-sosial-bupati-paser/?fbclid=IwAR3tgrltuiVz9IvvVTjP0ImFnSi3HpYFvcE5OrykgK14KiEAxAL_ct0J2BM https://cekhoax.id/cek-fakta/salah-akun-facebook-bupati-paser-fahmi-fadli-menyalurkan-bantuan",negative,0.7008863091468811,Bank Indonesia
3613,LOWONGAN KERJA DI PUSKESMAS KEBONSARI TUBAN,"Dibutuhkan Segera Staff Kantor dan OB Girl usia maksimal 35 Dibutuhkan Perempuan Untuk Ditempatkan di *PUSKESMAS KEBONSARI* Alamat : Jl. Brawijaya, Kebonsari, Kec. Tuban, Kabupaten Tuban, Jawa Timur Kualifikasi Khusus Perempuan Min. Ijazah SMA/SMK/D3/S1 Usia Maksimal 35 Bisa Komputer Minim Dasar Info Lengkap 082229833431",neutral,0.969373881816864,Bank Indonesia
3602,APK Konfirmasi E-Tilang (ETLE),“Corfirmasi E-Tilang (ETLE)” =====,negative,0.9921572208404541,
3562,Akun Tiktok Tiruan Atta Halilintar Bagikan Uang 60 Juta Rupiah Melalui Games Tangkap Gambar,“yang bisa tangkap kado saya TF 60jt tanpa di undi”,negative,0.527427077293396,Bank Indonesia
3573,Jusuf Hamka Memberikan Sumbangan Uang di Facebook,“INFORMASI YANG MEMBUTUHKAN DANA ATAU YANG SEDANG KESULITAN HUBUNGAN WA DI BAWAH INSYALLAH SEMOGA BERUNTUNG”,positive,0.9836004376411438,
3574,Akun TikTok Baim Wong Berbagi Uang,“Jika sudah follow silahkan ambil hadiah kamu chat admin klik link dibawah👇”,neutral,0.9985637068748474,"Bank Indonesia, Giveaway"
3575,PT Honda Astra Berbagi Satu Unit Motor dengan Memenangkan Games Tangkap Gambar,“yang bisa tangkap gambar motor dengan tepat kami kirim hadiah 1 unit motor sekaranh juga”,neutral,0.9629455804824829,"Bank Indonesia, Giveaway"
3577,Unggahan Pinjaman Online oleh Bank BNI di Tiktok,“mau mengajukan pinjaman online di ada BNI di tahun 2024 untuk modal usaha kebutuhan sehari-hari”,neutral,0.99818354845047,"Bank BNI, Pinjol"
3548,Akun Tiktok Prabowo Bansos Bagikan Uang dengan Persyaratan Umur 30-60 Tahun,“UNTUK YANG UMUR 30-60 TAHUN SAYA AKAN BERIKAN BANTUAN Sm KATAKAN SAJA KALIAN BUTUH BERAPA SAYA JANJI AKAN LANGSUNG TRANSFER”,negative,0.992713987827301,Raffi Ahmad
3551,AKUN WHATSAPP KETUA DPRD KABUPATEN JEPARA HAIZUL MA’ARIF,(Narasi pesan tidak dipublikasikan),neutral,0.5228672623634338,
3552,AKUN WHATSAPP WALIKOTA TANJUNGPINANG BAGIKAN DONASI KE RUMAH IBADAH,AKUN WHATSAPP WALIKOTA TANJUNGPINANG BAGIKAN DONASI KE RUMAH IBADAH,negative,0.4658321142196655,
3534,Akun WhatsApp Kasatpol PP Ketapang Anwar,"“Akun WhatsApp Kasatpol PP Ketapang Anwar +62 812 4454 2282” PENJELASAN: Beredar akun WhatsApp mengatasnamakan Ansar, Kasatpol PP Ketapang. Akun bernomor +62 812 4454 2282 memasang foto profil Anwar memakai jas dan peci hitam. Setelah ditelusuri akun WhatsApp tersebut bukan miliknya. Satpol PP Ketapang mengonfirmasi melalui akun media sosialnya untuk mewaspadai akun WhatsApp yang mengatasnamakan Kasat Pol PP Anwar. “Waspada penipuan yang mengatasnamakan Kasat Pol PP Drs. Anwar, MM.. jika ada yang menghubungi dari nomor di atas agar TIDAK menanggapi hal tersebut dan dapat mengkonfirmasi kebenarannya ke akun Media Sosial Satpol PP.. salam praja wibawa”, tulis Satpol PP Ketapang pada akun Facebook resmi (17/01/24). Berdasarkan penjelasan di atas akun WhatsApp Kasatpol PP Ketapang Anwar adalah tidak benar dan masuk kategori konten tiruan. REFERENSI: https://cekhoax.id/cek-fakta/salah-akun-whatsapp-kasatpol-pp-ketapang-anwar https://www.facebook.com/share/p/KTtxGoMbiXbPvA9W/?mibextid=xfxF2i",neutral,0.6092994213104248,Bank Indonesia
3535,Akun WhatsApp Kapolres Kubu Raya AKBP Wahyu Jati Wibowo,“Ass…selamat siang ibu Yeni Dengan ibu Yeni pimpinan PT bintang Pratama Apa kabar ibu yeni Dengan saya bapak Kapolres kubu raya AKBP Wahyu Jati Wibowo Terima kasih” “siang pak” “maaf apa sedang sibuk ibu yeni Masing dengan tamu nya ibu yeni Baru saja perintah anggota hub kantor ibu katanya masih ada tamu” PENJELASAN: Akun WhatsApp Kapolres Kubu Raya AKBP Wahyu Jati Wibowo bernomor +62 812 6872 3893 mengirimkan pesan kepada PT Bintang Pratama meminta transfer sejumlah uang ke nomor rekening yang diklaim milik istri Kapolres Kubu Raya. Berdasarkan hasil penelusuran akun WhatsApp tersebut palsu. Polres Kubu Raya mengklarifikasi melalui akun Instagram resminya bahwa Kapolres Kubu Raya Wahyu Jati Wibowo mengimbau kepada masyarakat untuk waspada terhadap akun yang mengatasnamakan dirinya. Sehingga akun WhatsApp Kapolres Kubu Raya AKBP Wahyu Jati Wibowo adalah palsu dan termasuk kategori konten tiruan. REFERENSI: https://www.instagram.com/polreskuburaya/p/C2Rsh68Szti/ https://pontianak.tribunnews.com/2024/01/20/modus-penipuan-catut-nama-kapolres-kubu-raya-warga-diimbau-waspada https://cekhoax.id/cek-fakta/salah-akun-whatsapp-kapolres-kubu-raya-akbp-wahyu-jati-wibowo,neutral,0.9911192059516907,"Bank Indonesia, Raffi Ahmad"
3536,Akun WhatsApp Pj Wali Kota Cirebon Agus Mulyadi,“Selamat siang pak Pak agus mulyadi Walikota Cirebon” PENJELASAN: Terdapat akun WhatsApp Pj Wali Kota Cirebon Agus Mulyadi. Akun WhatsApp bernomor +62 812 9276 9455 memasang foto profil Agus Mulyadi memakai kemeja putih dan mengirimkan pesan kepada pengguna WhatsApp. Faktanya akun WhatsApp tersebut bukan milik Agus Mulyadi. Diskominfo Cirebon memberikan klarifikasi dengan mengunggah tangkapan layar nomor WhatsApp tersebut dan melabelinya hoaks. Pihaknya mengimbau masyarakat Kota Cirebon berhati-hati terhadap informasi yang diterima. Dengan demikian akun WhatsApp Pj Wali Kota Cirebon Agus Mulyadi. Akun WhatsApp bernomor +62 812 9276 9455 adalah hoaks dan masuk kategori konten tiruan. REFERENSI: https://cekhoax.id/cek-fakta/salah-akun-whatsapp-pj-wali-kota-cirebon-agus-mulyadi https://www.instagram.com/p/C2B0d_6prv8/?igsh=MTJydGdsYmY2ZDR1dg==,neutral,0.9758548140525818,
3537,Lowongan Kerja Puskesmas Tanjungsari Pacitan,"“Dibutuhkan Segera Staff Kantor dan OB Girl usia maksimal 35 Dibutuhkan Perempuan Untuk Ditempatkan di “PUSKESMAS TANJUNGSARI” Alamat : Jl. Basuki Rahmat No. 20, Tanjung, Tanjungsari Kec Pacitan, Kabupaten Pacitan, Jawa Timur Kualifikasi : Khusus Perempuan Min. Ijazah SMA/SMK/D3/S1 Usia Maksimal 35 Bisa Komputer Minim Dasar Info Lengkap” PENJELASAN: Beredar informasi lowongan pekerjaan di Puskesmas Tanjungsari Kabupaten Pacitan di grup lowongan Facebook. Dalam postingannya Puskesmas Tanjungsari membutuhkan staf kantor dan ob maksimal usia 35 tahun. Dengan kualifikasi membutuhkan pekerja Wanita minimal ijazah SMA/SMK/D3/S1 dan dapat mengoperasikan komputer. Selain itu terdapat nomor telepon 0822 2983 3431 jika ingin informasi lebih lanjut. Faktanya lowongan tersebut palsu. Dinas Kesehatan Pacitan mengklarifikasi bahwa Dinkes Pacitan dan Puskesmas Tanjungsari tidak membuka lowongan tersebut. Pihaknya juga mengimbau agar berhati-hati terhadap postingan lowongan pekerjaan mengatasnamakan instansi pemerintah. Semua informasi resmi hanya melalui Instagram @dinkespacitan. Berdasarkan penjelasan di atas lowongan pekerjaan mengatasnamakan Puskesmas Tanjungsari berlokasi di Kabupaten Pacitan masuk ke dalam kategori konten tiruan. REFERENSI: https://cekhoax.id/cek-fakta/salah-lowongan-kerja-puskesmas-tanjungsari-pacitan https://www.instagram.com/p/CzpgvDWS7P5/?igshid=ZjI0YTZmZTMwMg%3D%3D",neutral,0.8684921264648438,"Bank Indonesia, Baim Wong, Lowongan Kerja"
3539,Surat Edaran Pelaksanaan Pelatihan Government Transformation Academy 2024,"“PEMERINTAH PROVINSI KALIMANTAN TENGAH SEKRETARIAT DAERAH Nomor : 893.4/IV.2-/0824/TUUA/BKD/2024 Sifat : Biasa Lampiran : 3 Berkas Perihal : Pemanggilan Peserta Pelatihan Government Transformation Academy Sehubungan dengan Surat Kepala BPSDM Provinsi Kalimantan Tengah Nomor 893.4/IV.2-/0824/TUUA/BKD/2024 Tanggal 10 Januari 2024 Hal Permohonan Pemanggilan Peserta Pelatihan Government Transformation Academy 2024 untuk pensiunan 2023/2024 dengan ini kami sampaikan hal-hal sebagai berikut: BPSDM Prov Kalimantan Tengah akan menyelenggarakan Pelatihan Government Transformation Academy dengan jadwal kegiatan sebagai berikut: No Nama Pelatihan Tanggal pelatihan Jumlah hari pelaksanaan Metode 1. IT Business Analyst 12-15 Februari 2024 40/4 hari Online Sesuai … kegiatan di atas, mohon dapat menugaskan ASN yang Pensiun pada … saudara untuk mengikuti Pelatihan Government Transformation Academy sebagaimana daftar nama terlampir Konfirmasi kedatangan dalam kegiatan disampaikan kepada panitia pelaksana paling lambat tanggal 11 Februari 2024 dan informasi terkait kegiatan tersebut”",neutral,0.9980754852294922,"Bank Indonesia, Raffi Ahmad"
