ID,TITLE,DATE,HOAX_TEXT,LLM_CATEGORY
3719,Video Billboard Hamas Secara Brutal Memperkosa dan Membunuh Ratusan Wanita Israel,10 Jan 2024,"“ANTI-HAMAS BILLBOARD IN NEW YORK CITY ‘Hamas brutally raped and murdered hundreds of Israeli women. Can you still ignore them now?’” Terjemahan: “BILLBOARD ANTI-HAMAS DI KOTA NEW YORK ‘Hamas secara brutal memperkosa dan membunuh ratusan wanita Israel. Masih bisakah kamu mengabaikannya sekarang?’” = = = Penjelasan: Sebuah postingan di Twitter menyebarkan informasi bahwa Hamas secara brutal memperkosa dan membunuh ratusan wanita Israel. Dalam postingan tersebut juga menunjukkan sebuah video billboard di New York memberitakan kabar tersebut. Hasil penelusuran yang dilakukan oleh Reuters ditemukan bahwa video tersebut adalah hasil CGI. Terkait tuduhan kekerasan yang dilakukan oleh Hamas pada 7 Oktober, termasuk kekerasan seksual, PBB sedang menyelidiki tuduhan tersebut, sementara Hamas sendiri membantah tuduhan tersebut. Dengan demikian, berita pada billboard mengenai Hamas secara brutal memperkosa dan membunuh ratusan wanita Israel adalah tidak benar dengan kategori Konten yang Menyesatkan. = = = Referensi: https://www.reuters.com/fact-check/video-times-squ a re-billboard-displaying-anti-hamas-message-is-cgi-2023-12-27/ = = =",others
3720,Buldoser Israel Menabrak Pengungsi Pasien Rumah Sakit Kamal Adwan di Palestina,10 Jan 2024,"“#GazaMassacre #Gaza Israeli bulldozers ran over displaced people and patients at Kamal Adwan Hospital” Terjemahan: “#GazaPembantaian #Gaza Buldoser Israel menabrak pengungsi dan pasien di Rumah Sakit Kamal Adwan” = = = Penjelasan: Beredar video di Twitter yang menunjukkan sebuah buldoser menabrak kerumunan pemukiman yang diklaim merupakan tempat pengungsi pasien Rumah Sakit Kamal Adwan. Diketahui rumah sakit yang berada di Gaza tersebut dibombardir Israel pada Desember 2023. Hasil penelusuran menunjukkan video tersebut tidak ada kaitannya dengan yang terjadi di Rumah Sakit Kamal Adwan, Gaza, Palestina pada Desember 2023. Video tersebut berada di Rabaa, Mesir yang terpublikasi pada YouTube Al Jazeera Arab pada Agustus 2013. Judul dan deskripsi video tersebut menyebut bahwa sebuah buldoser menyapu jenazah korban pembantaian di Rabaa. Dengan demikian, buldoser Israel menabrak pengungsi pasien Rumah Sakit Kamal Adwan di Palestina adalah tidak benar dengan kategori Konten yang Menyesatkan. = = = Referensi: https://cekhoax.id/cek-fakta/salah-buldoser-israel-menabrak-pengungsi-pasien-rumah-sakit-kamal-adwan-di-palestina https://www.reuters.com/fact-check/egypt-2018-video-bulldozer-dispersing-protesters-shared-gaza-2023-2023-12-20/",others
3723,Foto Bawah Laut Saat Gempa Jepang Desember 2023,10 Jan 2024,Foto Bawah Laut Saat Gempa Jepang Desember 2023,others
3706,Video di Jalan Cadas Pangeran Sumedang Longsor,11 Jan 2024,"“Hati hati ke semua masyarakat jawa barat dan kepada yg melintasi jawa barat via sumedang aksn atau dari kota kabupaten sumedang lagi terjadi rawan longsor potensi wilayah cadas pangeran mohon berhati hati semua ke pengendara …” colek TNI,Polisi BNPB propinsi dan kota yg ada di jabar mohon siaga…tindaklanjuti terjadinya gempa akan terjadi potensi geseran ” vulkanik dan tanah…demikiam terima kadih…jaga nyawa,jaga kepedulian cepat lindungi..jabar juara…”",others
3710,Video Kapal Feri Mengangkut Pengungsi Rohingnya,11 Jan 2024,"“Ratusan pengungsi rohingnya tiba di perairan aceh” PENJELASAN: Beredar video yang diklaim video pemberangkatan kapal pengungsi Rohingnya dari Bangladesh menuju Indonesia. Pada video tercantum narasi “Warga Indonesia Siapkan Makanan Yang Enak Ya! Kami Telah Tiba”. Video tersebut banyak beredar di media sosial, salah satunya di kanal YouTube “Sudut kota Medan” tayang pada 16 Desember 2023. Berdasarkan hasil penelusuran dengan bantuan pencarian gambar, ditemukan tangkapan layar serupa yang merujuk ke beberapa kanal Youtube seperti Ultimate Vessel Lover diunggah April 2022 dan YouTube short diunggah pada 2020 dengan keterangan “Tashrif-3//Lonch Lover Bangladesh”. Deskripsi pada video menjelaskan kapal feri tersebut membawa penumpang dari Dhaka ke Barishal, jika ditelusuri rute tersebut merupakan nama kota di Bangladesh. Maka dari itu terkait video pemberangkatan kapal feri pengungsi rohingnya adalah hoaks dan masuk ke dalam kategori konten menyesatkan. REFERENSI: https://youtube.com/shorts/AeLhJOzfoiw?si=b0h1851pDh4Zbi1b https://turnbackhoax.id/2023/12/20/salah-pengungsi-rohingnya-diberangkatkan-dari-bangladesh-menuju-indonesia/ https://www.youtube.com/watch?v=dP-fetjeNro https://www.kompas.com/cekfakta/read/2023/12/20/185900482/-hoaks-video-etnis-rohingya-mengungsi-dari-bangladesh-ke-indonesia",others
3696,Wabah Pneumonia di Cina Baru-Baru Ini adalah Varian Baru COVID-19,15 Jan 2024,Wabah Pneumonia di Cina Baru-Baru Ini adalah Varian Baru COVID-19,others
3697,Vaksin COVID mRNA menyebabkan VAIDS (Vaccine Acquired Immunodeficiency Syndrome),15 Jan 2024,Vaksin COVID mRNA menyebabkan VAIDS (Vaccine Acquired Immunodeficiency Syndrome),others
3699,Video Gempa yang Disusul Tsunami di Jepang 1 Januari 2024,15 Jan 2024,"“1 Januari 2024. Gempa yg di susul Tsunami di Jepang.” = = = = = PENJELASAN: Akun Facebook Wahyu Nhat pada 3 Januari pukul 15.51 memposting sebuah video berdurasi 1 menit 58 detik yang menampilkan sebuah bencana yang diklaim sebagai gempa yang disusul dengan tsunami di Jepang. Pada caption juga terdapat keterangan waktu bencana tersebut terjadi pada satu Januari 2024. Setelah ditelusuri menggunakan InVID ditemukan beberapa yang identik dengan video yang posting pada Facebook pada kanal YouTube POSKOTA pada video berjudul “DETIK-DETIK TANAH LONGSOR DI KOTA ATAMI JEPANG” yang diunggah pada 3 Juli 2021. Jika dilihat video pada Facebook dengan video POSKOTA memiliki kesamaan terlihat dari gedung-gedung dan kendaraan, keduanya sama-sama menunjukkan gedung bertingkat berwarna merah. Potongan video yang lain, yang menunjukkan sebuah wilayah dan terdapat mobil yang bergerak menjauhi longsoran tersebut. Selain pada channel YouTube POSKOTA, video yang sama terdapat pada website tempo.co dengan judul “Detik-detik Pemukiman Warga di Jepang Dihantam Longsor dan Banjir” Senin, 5 Juli 2021 pukul 13.30. Video yang asli adalah video detik-detik longsor di kota Atami, Jepang pada Sabtu, 3 Juni 2021. Tanah longsor tersebut terjadi sekitar pukul 10.30 waktu setempat yang sebelumnya wilayah tersebut diguyur hujan deras. Dengan demikian video yang diklaim sebagai gempa yang di Tsunami di Jepang pada 1 Januari 2024 tidak benar. Video tersebut merupakan video tanah longsor di kota Atami, Jepang pada 3 Juni 2021, sehingga hal tersebut masuk dalam kategori konten yang menyesatkan. REFERENSI: https://www.youtube.com/watch?v=lTc0pzqb7GE https://video.tempo.co/read/25220/detik-detik-pemukiman-warga-di-jepang-dihantam-longsor-dan-banjir",others
3691,Data Menunjukkan Vaksin Covid-19 Menyebabkan Peningkatan Penyandang Disabilitas,16 Jan 2024,"“So we had a growth of 2.8 million people with disabilities. The first red line is roughly when covid began and the second red line is around the time the jabs were released. Draw your own conclusions. This is unparalleled at any time in history to have such a precipitous rise in disability over 2 years.” Terjemahan: “Jadi kita mengalami pertumbuhan sebesar 2,8 juta penyandang disabilitas. Garis merah pertama kira-kira saat COVID mulai dan garis merah kedua kira-kira pada saat suntikan diberikan. Buatlah kesimpulan Anda sendiri. Hal ini merupakan hal yang belum pernah terjadi sebelumnya dalam sejarah dimana jumlah disabilitas meningkat drastis dalam kurun waktu 2 tahun.” = = = Penjelasan: Sebuah postingan di Twitter memberikan data yang menunjukkan data meningkatnya jumlah pekerja penyandang disabilitas setelah tahun 2021. Narasi postingan tersebut mengaitkan bahwa vaksinasi Covid-19 menjadi penyebab peningkatan penyandang disabilitas, karena vaksinasi juga dimulai sejak 2021. Namun klaim yang dikaitkan dengan vaksinasi tersebut menyesatkan, para ahli menyebut meningkatnya jumlah pekerja penyandang disabilitas tersebut tidak ada kaitannya dengan Covid-19. Sandhovel, juru bicara lembaga think tank Economic Innovation Group (EIG) melalui AFP menyebut bahwa meningkatnya pekerjaan jarak jauh (remote work) sejak awal pandemi. Senada dengan Sandhovel, Ives-Rublee dari Disability Justice Initiative juga mengatakan peningkatan ini dapat disebabkan oleh semakin banyaknya orang yang memiliki pilihan untuk bekerja dari rumah – yang memungkinkan lebih banyak akomodasi bagi karyawan penyandang disabilitas. “Menghubungkan peningkatan jumlah penyandang disabilitas di AS dengan vaksin Covid-19 adalah tidak akurat dan tidak benar,” ujar Ives-Rublee mengutip dari AFP. Dengan demikian, vaksin Covid-19 meningkatkan penyandang disabilitas adalah tidak benar dengan kategori Konten yang Menyesatkan. = = = Referensi: https://factcheck.afp.com/doc.afp.com.348F2CQ https://cekhoax.id/cek-fakta/salah-data-menunjukkan-vaksin-covid-19-menyebabkan-peningkatan-penyandang-disabilitas = = =",others
3672,DOCUMENT HABIB YAMAN DI INDONESIA SEBAGAI ANTEK BELANDA SAAT ITU,17 Jan 2024,DOCUMENT HABIB YAMAN DI INDONESIA SEBAGAI ANTEK BELANDA SAAT ITU,others
3675,Video Laut Merah yang Dibelah Nabi Musa,17 Jan 2024,Video Laut Merah yang Dibelah Nabi Musa,others
3680,“Kemenkes menyatakan KLB Polio untuk mendorong vaksinasi Polio. Tapi semua kasus adalah Polio tipe2 yang justru DISEBABKAN OLEH VAKSIN!!!”,17 Jan 2024,“Kemenkes menyatakan KLB Polio untuk mendorong vaksinasi Polio. Tapi semua kasus adalah Polio tipe2 yang justru DISEBABKAN OLEH VAKSIN!!!”,others
3662,Foto Turis Meninggal Dunia di Pantai Maldives Setelah Diperkosa Beramai-ramai,18 Jan 2024,Foto Turis Meninggal Dunia di Pantai Maldives Setelah Diperkosa Beramai-ramai,others
3663,Video Supir Taksi di Maldives Kasar Terhadap 2 Penumpang Wanitanya,18 Jan 2024,Video Supir Taksi di Maldives Kasar Terhadap 2 Penumpang Wanitanya,others
3665,Gempa Bermagnitudo 6.7 Guncang Afghanistan,18 Jan 2024,"“BARU SAJA GEMPA MAGNITUDE 6,7 KEMBALI GUNCANG AFGANISTAN HINGGA BERHAMBURAN | AFGHANISTAN BERGUNCANG, GEMPA MAGNITUDO 6.7 GUNCANG KOTA ISLAM HINGGA BERHAMBURAN”",others
3669,Video Gelombang Air Tinggi Menghantam Kapal Ferry,18 Jan 2024,“🔴Live; SEMUA SELAMATKAN DIRI… DETIK DETIK GELOMBANG TINGGI HANTAM PULUHAN PENUMPANG KAPAL FERRYI”,others
3649,Oprah Winfrey masuk penjara GITMO (Kamp Tahanan Teluk Guantanamo),19 Jan 2024,(Diterjemahkan ke Bahasa Indonesia) Oprah Winfrey masuk ke GITMO (Kamp Tahanan Teluk Guantanamo),others
3650,Pertandingan Ulang Indonesia vs Irak di Piala Asia 2023,19 Jan 2024,"“Laga Indonesia vs Iraq di ulang, Iraq hanya bisa pasrah”",others
3652,"Gempa Bermagnitudo 10,7 Guncang Indonesia",19 Jan 2024,"“BARU SAJA GEMPA 10,7 MAGNITUDE GUNCANG GEDUNG DPR,SEMUA PETUGAS BERLARIAN | GEDUNG DPR AMBRUK, GEMPA MAGNITUDE 10,7 GUNCANG WILAYAH INDONESIA HINGGA BERGEMURUH”",others
3653,Gempa Bumi Guncang Manggarai NTT pada 17 Januari 2024,19 Jan 2024,"“BARU SAJA GEMPA GUNCANG NTT SORE INI, GETARAN WARGA BIKIN KAGET HINGGA BERLARIAN | NTT SEKETIKA AMBRUK, GEMPA BERTITIK DI MANGGARAI NTT KEMBALI GETARKAN WILAYAH IBU KOTA”",others
3654,“Warga Bali Pasti Kecewa” Warga Bali Harap Bersiap Dilarang Jual Babi Guling dan Alkohol,19 Jan 2024,“Warga Bali pasti kecewa” Warga Bali harap bersiap dilarang jual babi guling dan alkohol =====,others
3657,: “Nassar Meninggal Dunia”,19 Jan 2024,"inna lillahi wa Inna ilayhi Raji’un, sepertinya sehat sehat saja itu umurnya tidak ada yang tahu =====",others
3658,“Video 19 Pengungsi Rohingya Ditangkap Polres Bengkulu”,19 Jan 2024,19 Rohingya ditangkap Polres Bengkulu.#videoviral #viraltiktok #infoPemilu2024 #viral #usirunhcrdaribumi #rohingnya #tolakunhcrindonesia #bubarkanunhcrindonesia =====,others
3616,Kapal Selam Israel Dikejar oleh AL Yemen,20 Jan 2024,"“Angkatan Laut Yaman Menggerebek Kapal Selam I5R43L. #Free Palestina, tak pernah gentar tentara Allah dalam menghadapi kejahatan manusia yang dilakukan teroris Israel”.",others
3617,Korea Utara Mengebom Kapal Tanker AS di Perairan Taiwan,20 Jan 2024,(Diterjemahkan ke Bahasa Indonesia): “Berita terkini: Korea Utara mengebom kapal tanker minyak & gas AS dengan misil di perairan Taiwan”.,others
3618,Bantuan untuk Gaza Dibuang di Mesir,20 Jan 2024,"(Diterjemahkan ke Bahasa Indonesia): “Bantuan yang dialokasikan untuk #Gaza telah habis masa berlakunya di Rafah, Mesir, dan berada di tempat pembuangan sampah!! Sementara orang-orang sekarat karena kelaparan di Gaza dan negara-negara Arab tidak dapat memberikan bantuan sampai bantuan tersebut habis!! sayang sekali”.",others
3620,Qori Internasial Muamar Za Meninggal Dunia,20 Jan 2024,“Innalilahi Wainnailaihi Rojiun. Telah Meninggal dunia Ahlul Qur’an Muamar Za Qori Internasional. Semoga Allah Menempatkannya Di Surga “ ====,others
3626,Jakarta Pusat Diterjang Gelombang Tinggi Hingga 10 Meter,20 Jan 2024,“LIVE; TAK ADA HARAPAN LAGI… GELOMBANG TINGGI 10 METER KEMBALI LANDA JAKARTA PUSAT”,others
3630,Indonesia Keluar dari Laga Piala Asia 2023,20 Jan 2024,“KEPUTUSAN TEGAS PSSI !! Ketum PSSI Resmi Batalkan Laga Timnas Indonesia Vs Vietnam Di Piala Asia | Ketua Umum PSSI Nyatakan Timnas Indonesia Keluar dari Piala Asia 2023”,others
3639,Bulan Februari 2024 yang akan datang ini tidak mungkin ada lagi selama hidup Anda,20 Jan 2024,"Bulan Februari 2024 yang akan datang ini tidak mungkin ada lagi selama hidup Anda. Karena bulan Februari yang akan datang ini memiliki : • 4 Minggu • 4 Senin • 4 Selasa • 4 Rabu • 4 Kamis • 4 Jumat, dan • 4 hari Sabtu Ini hanya terjadi sekali setiap 823 tahun. Ini yang disebut MiracleIn. Jadi kirim ke setidaknya ke 5 orang atau ke 5 Grup dan keajaiban akan terjadi pada diri Anda dalam tempo 4 hari. Berdasarkan mukjizat alkitabiah yang tidak dapat dijelaskan. Kirim dalam waktu 11 menit setelah membaca. #MiracleIn (setelah di mana-mana)",others
3606,Pemerintah Australia Menyarankan Memanfaatkan Pemberian Vaksin kepada Pasien di Bawah Pengaruh Obat Bius,21 Jan 2024,"“Australian Government puts out a chilling notice advising health officials to “opportunistically” administer vaccines to patients who are under sedation or anesthesia. This is horrifying.” Terjemahan: “Pemerintah Australia mengeluarkan pemberitahuan mengerikan yang menyarankan pejabat kesehatan untuk “secara oportunis” memberikan vaksin kepada pasien yang berada di bawah pengaruh obat penenang atau anestesi. Ini mengerikan.” = = = Penjelasan: Beredar sebuah informasi bahwa pemerintah menyarankan untuk secara oportunis atau memanfaatkan kesempatan untuk memberikan vaksinasi kepada masyarakat yang sedang dalam pengaruh obat penenang. Postingan Facebook tersebut menyebutkan bahwa tindakan tersebut adalah mengerikan. Faktanya bukan secara oportunis atau memanfaatkan kesempatan pemberian vaksin kepada pasien yang sedang dalam pengaruh obat penenang, melainkan maksud dari saran pemerintah tersebut adalah menggunakan anestesi atau obat bius untuk masyarakat yang takut terhadap jarum suntik. Penelusuran AFP menunjukkan bahwa dokumen yang dikeluarkan oleh Departemen Kesehatan Australia menghimbau bahwa pemberian vaksin dengan obat bius harus dengan persetujuan pasien bukan memanfaatkan seseorang yang sedang tidak sadar karena pengaruh obat penenang. Diketahui penggunaan anestesi sebelum penyuntikan memang dapat menjadi solusi bagi seseorang yang memiliki ketakutan pada jarum suntik. Dilansir dari klikdokter.com, penggunaan anestesi sebelum suntik dapat mematikan rasa pada daerah yang akan terkena jarum suntik, sehingga pasien tidak akan merasakan sakit. Dengan demikian, pemerintah Australia menyarankan pemberian vaksin dengan memanfaatkan pasien yang berada dalam pengaruh obat penenang adalah tidak benar dengan kategori Konten yang Menyesatkan. = = = Referensi: https://factcheck.afp.com/doc.afp.com.349H7M8 https://cekhoax.id/cek-fakta/salah-pemerintah-australia-menyarankan-memanfaatkan-pemberian-vaksin-kepada-pasien-di-bawah-pengaruh-obat-bius https://www.klikdokter.com/ibu-anak/tips-parenting/5-cara-agar-anak-merasa-tidak-sakit-saat-disuntik = = =",others
3607,"Foto Taylor Swift Bersama Seorang Penjahat Seksual, Jeffrey Epstein",21 Jan 2024,"“Taylor Swift photographed with Jeffrey on his epstien island. Her fans won’t care though” Terjemahan: “Taylor Swift berfoto bersama Jeffrey di pulau epstien miliknya. Namun penggemarnya tidak akan peduli” = = = Penjelasan: Beredar sebuah foto di Twitter yang menunjukkan Taylor Swift besama seorang pria yang diklaim merupakan Jeffrey Epstien, seorang pelaku perdagangan dan kejahatan seksual. Namun setelah ditelusuri, pria dalam foto bersama Taylor Swift tersebut adalah Mente Lipman, founder dan CEO Republic Records sebuah label rekaman asal Amerika milik Universal Music Group. Foto tersebut dibagikan oleh salah satu akun fans Taylor Swift pada 16 Desember 2021, disebutkan juga bahwa pria tersebut adalah Mente Lipman. Dengan demikian, foto Taylor Swift bersama Jeffrey Epstein adalah tidak benar dengan kategori Konten yang Menyesatkan. = = = Referensi: https://factcheck.afp.com/doc.afp.com.349G9EV https://www.kompas.com/cekfakta/read/2024/01/16/110000682/infografik–konteks-keliru-taylor-swift-tak-pernah-berfoto-dengan https://tirto.id/siapa-jeffrey-epstein-apa-kasusnya-isi-dokumen-yang-diungkap-gT9x https://en.wikipedia.org/wiki/Monte_Lipman https://en.wikipedia.org/wiki/Republic_Records https://cekhoax.id/cek-fakta/salah-foto-taylor-swift-bersama-seorang-penjahat-seksual-jeffrey-epstein = = =",others
3609,Video Tsunami di Semenanjung Noto 1 Januari 2024,21 Jan 2024,"“Saat tsunami mencapai daerah tersebut, penyiar NHK berteriak! Ini adalah pengumuman yang menyampaikan perasaan krisis, jadi tolong lari dari Semenanjung Noto di Hokuriku Niigata.” = = = Penjelasan: Sebuah video yang beredar di Twitter diklaim merupakan video dari kejadian tsunami di Semenanjung Noto, Jepang pada 1 Januari 2024. Setelah ditelusuri klaim tersebut salah, faktanya video yang sudah terpublikasi melalui channel ANNnewsCH sekitar empat tahun yang lalu tersebut adalah insiden dari tsunami Jepang pada Maret 2011, yang terjadi di Kota Miyako. Bukan tsunami yang terjadi di Semenanjung Noto pada 1 Januari 2024 yang telah menyapu sekitar 190 hektar lahan di tiga kota. Dengan demikian, video tsunami di Semenanjung Noto 1 Januari 2024 adalah tidak benar dengan kategori Konteks yang Salah. = = = Referensi: https://internasional.republika.co.id/berita/s7b2xu414/tsunami-akibat-gempa-jepang-sapu-190-hektare-lahan-di-tiga-kota https://cekhoax.id/cek-fakta/salah-video-tsunami-di-semenanjung-noto-1-januari-2024 = = =",others
